gene_symbol,protein_name,verdict,include_in_analysis,exclusion_category,surface_notes,internalization_notes,therapeutic_window_notes,pk_notes,safety_notes,competition_notes,physiology_notes,oncogenic_notes,isoforms_notes,toolbox_notes,monospecific_feasible,bispecific_rationale,recommended_gating,key_concerns,recommendation,last_updated,updated_by
SLCO3A1,Solute Carrier Organic Anion Transporter 3A1,Excluded,false,Multi-pass Topology,12-TM organic anion transporter. Very small EC loops.,NO DATA: Multi-pass transporters have surface retention unsuitable for ADC.,"UNFAVORABLE: HPA states ""Cancer tissues negative."" Highest in BRAIN.",Transporter function for prostaglandins. Broad normal expression.,HIGH brain expression = CNS toxicity. Associated with Crohns.,No ADC programs.,,,,,No,Unsuitable topology and no tumor expression,N/A,12-TM topology; NO tumor enrichment (cancer negative); HIGH brain,EXCLUDED: 12-TM topology impossible. Complete absence of tumor enrichment.,2026-02-03T22:03:20.780812,P4 batch (Claude+Gemini combined)
TLR5,,Excluded,false,Immune/Stromal Marker,,,,,Surface marker from NanoString,,,,,,No,,N/A,Surface marker from NanoString,Excluded: Immune/Stromal Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (NanoString)
HSP90AB1,,Excluded,true,Literature review,,,,,Cytoplasmic chaperone (HSP90β); surface expression is primarily stress-inducible HSP90α isoform not HSP90β,,,,,,No,,N/A,Cytoplasmic chaperone (HSP90β); surface expression is primarily stress-inducible HSP90α isoform not HSP90β,Excluded: De-validated,2026-02-02 14:47:45,Migrated from blacklist (Biology Assessment)
JAG1,Jagged-1 (Notch ligand),Conditional,true,"","Type I TM with large ECD (~1,100 aa) containing DSL domain, 16 EGF-like repeats, cysteine-rich domain; validated Notch pathway ligand",HIGH - Mib1/Neuralized ubiquitination triggers rapid clathrin-mediated endocytosis; constitutive signaling-dependent uptake; anti-JAG1 antibodies inhibit Notch signaling and CSC populations,"MASSIVELY upregulated in CCA (drives ductal phenotype), Cervical (HPV-linked), HNSCC; promotes tumor angiogenesis and immune evasion; broad expression in pancreas, heart, placenta, prostate, lung, kidney, thymus, testis, leucocytes",MAJOR CONCERN: ADAM17-mediated shedding releases soluble sJAG1-EC acting as paracrine signaling molecule; sJAG1 detected in patient plasma - soluble decoy competition,"ALAGILLE SYNDROME from haploinsufficiency - bile duct paucity (cholestasis), heart defects, skeletal abnormalities; homozygous KO embryonic lethal; critical liver/heart/kidney/vasculature expression",Anti-JAG1 antibodies in preclinical (breast cancer brain mets efficacy); DLK1-ADC (ADCT-701) targeting related Notch ligand in Phase I; no JAG1-specific ADC in trials,,,,,No,AND-gate required to overcome sJAG1 shedding (dual antigen engagement) AND improve therapeutic window (reduce liver/heart exposure); membrane-proximal epitope selection,AND-gate,ECTODOMAIN SHEDDING creates major PK challenge requiring dose escalation; Alagille syndrome phenotype indicates liver/heart/vascular toxicity risk; ubiquitous normal expression,Conditional for CCA (Priority 1) - excellent tumor biology but requires shedding mitigation strategy and AND-gate bispecific; pair with EPHB4 or Notch3,2026-02-03T22:22:08.086274,R2 Batch Processing (Claude+Gemini)
ANPEP,Alanyl Aminopeptidase (CD13/APN),Recommended,true,Literature review,"Type II TM with 24 aa cytoplasmic tail, single TM, and 935 aa ECD providing excellent antibody accessibility. Apical/luminal localization on brush border. Human Protein Atlas reliability Enhanced (highest tier). Neo-angiogenesis marker absent on normal endothelia. Sources: UniProt P15144; Human Protein Atlas; GeneCards","Strong: TEA1/8 mAb 51-75% at 3h/37C (U-937: 75%, HT1080: 51%, NB-4: 54%). Confirmed by fluorescence microscopy. ADC PoC: MI130110 (TEA1/8 + PM050489) showed correct intracellular processing, G2 arrest, complete regressions in fibrosarcoma xenografts. Sources: Perez-Chacon et al., J Hematol Oncol 2020; PharmaMar publications","Tumor: HCC (correlates with metastasis), pancreatic, mesothelioma, sarcomas (93.9% express), melanoma, RCC. Neo-angiogenesis marker NOT on normal endothelia. However MASSIVE kidney (proximal tubules), liver (bile canaliculi), intestine expression. Low heart/brain favorable. Sources: Human Protein Atlas; Lendeckel et al., Biomedicines 2023","ADAM10/MMP14-mediated shedding generates soluble CD13 (~125 ng/mL plasma), elevated in cancer. Myeloid expression (granulocytes, monocytes) but NOT RBCs/platelets. Hematologic toxicity concern but no RBC sink. Sources: Morgan et al., PLoS ONE 2016; Tsou et al. 2025","NOT essential gene. Anpep-null mice show no developmental, fertility, or physiologic abnormalities - only impaired pathological neoangiogenesis. No human Mendelian disease. NOT tumor suppressor - overexpression correlates with malignancy. Low cardiac/CNS favorable. Sources: OMIM #151530; Rangel et al. 2007",MI130110 (PharmaMar) anti-CD13 ADC preclinical 2020. NGR-TNF conjugates in multiple clinical trials for targeted TNF delivery. Bestatin/Ubenimex approved in Japan for AML. No registered CD13-specific ADC clinical trials. Low competition = first-mover opportunity. Sources: ClinicalTrials.gov; PharmaMar publications,,,,,Marginal,GI/renal/myeloid expression creates toxicity and massive sink. AND-gate with Mesothelin for mesothelioma avoids kidney (Mesothelin absent in kidney). Tumor vasculature selectivity provides partial natural window.,AND-gate,High GI expression - GI toxicity risk; Myeloid expression - hematologic toxicity; MMP14-mediated shedding creates decoy; Kidney/liver sink effect,"STRONGEST P0 CANDIDATE. Type II TM, large ECD, ADC PoC with complete regressions, non-essential, low cardiac/CNS. Bispecific with Mesothelin for mesothelioma.",2026-02-03 21:06:41,P0 Combined Assessment (Claude+Gemini) - Sources Added
LILRB1,,Excluded,false,Immune/Stromal Marker,,,,,Surface marker from NanoString,,,,,,No,,N/A,Surface marker from NanoString,Excluded: Immune/Stromal Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (NanoString)
CCR5,,Excluded,false,Immune/Stromal Marker,,,,,Surface marker from NanoString,,,,,,No,,N/A,Surface marker from NanoString,Excluded: Immune/Stromal Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (NanoString)
CD3E,,Excluded,false,T-cell,,,,,T-cell receptor component - not on tumor cells,,,,,,No,,N/A,T-cell receptor component - not on tumor cells,Excluded: T-cell,2026-02-02T09:17:53.282929,Migrated from blacklist (Manual; NanoString; scRNAseq)
CLDN5,,Excluded,false,Endothelial Marker,,,,,Surface marker from scRNA-seq (Endothelial),,,,,,No,,N/A,Surface marker from scRNA-seq (Endothelial),Excluded: Endothelial Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (scRNAseq)
EPHB2,EPH Receptor B2 (Ephrin type-B receptor 2),Conditional,,"","Type I TM RTK (117 kDa). Large ECD: N-terminal ligand-binding domain, cysteine-rich EGF-like motif, two FN-III repeats. IHC: robust membrane staining in colorectal adenomas (100% positive), CRC (33.3%), GI tumors. Structure at 2Å resolution. Wnt target gene marking tumor stem cells. Sources: Lugli Clin Cancer Res 2005; Himanen Structure paper","STRONG evidence. Mao et al. (Cancer Res 2004, Genentech): anti-EphB2 MAb 2H9 demonstrated rapid antibody internalization upon binding with lysosomal trafficking confirmed via cathepsin B-cleavable linker. EphB2-MMAE ADC: specific killing of CRC cells in vitro and in vivo—robust PoC. Antibody binding triggers receptor clustering, phosphorylation, rapid internalization/degradation. Sources: Mao Cancer Res 2004 (Genentech)","COMPLEX/VARIABLE by indication. Overexpressed in early-stage colorectal adenomas, some GI cancers (gastric, HCC, esophageal), HNSCC, cervical. BUT: LOST during CRC progression to advanced carcinoma—functions as TUMOR SUPPRESSOR in advanced CRC. In bladder: LOST (0% in TCC vs 83% normal urothelium). Marks intestinal crypt stem cells (Lgr5+ cells)—GI toxicity risk. Sources: Batlle Nature 2005; Lugli Clin Cancer Res 2005","No significant shedding. Not on RBCs, platelets, immune cells at significant levels. Normal expression in colonic crypts, brain neurons may create tissue sink. Sources: Limited data","CRITICAL: Potential tumor suppressor in advanced CRC (loss correlates with malignant transformation). EphB2 KO mice: defects in axon guidance, intestinal epithelial organization, brain development. Expression in brain and normal intestinal epithelium raises toxicity concerns. Historical: Eph-family ADCs (MEDI-547 vs EphA2) failed due to bleeding/coagulation defects. GI stem cell toxicity risk. Sources: Batlle Nature 2005; MGI knockout phenotypes",Genentech (Historical): EphB2-MMAE ADC (MAb 2H9)—Preclinical PoC 2004 but NOT advanced to clinic. EphA2/A3 ADCs discontinued (MEDI-547 bleeding events). No active clinical EPHB2 programs. Sources: ClinicalTrials.gov; Mao Cancer Res 2004,,,,,Marginal,"AND-gate required. Pair EPHB2 with tumor-specific antigen (e.g., EGFR for HNSCC) to bind avidly to tumor (both high) but spare normal intestinal crypts (where EGFR may be lower or combination absent). Reduces GI/brain toxicity risk.",AND-gate,TUMOR SUPPRESSOR in advanced CRC (lost in aggressive disease); expression LOST in bladder cancer; GI stem cell toxicity risk; brain/intestine normal expression; historical Eph-family ADC failures,"CONDITIONAL - Requires careful indication selection. May be viable for early-stage CRC, gastric, HCC, HNSCC, cervical where overexpressed. NOT for advanced CRC or bladder. AND-gate bispecific with extensive biomarker-driven patient selection essential.",2026-02-03T21:23:51.864541,"P2 batch import (Claude: Conditional, Gemini: Recommended → Conditional)"
CD274,,Excluded,false,Immune-checkpoint,,,,,PD-L1 - kills APCs and activated T cells expressing PD-L1; immunosuppression,,,,,,No,,N/A,PD-L1 - kills APCs and activated T cells expressing PD-L1; immunosuppression,Excluded: Immune-checkpoint,2026-02-02T09:17:53.282929,Migrated from blacklist (Manual)
LILRA4,,Excluded,false,Immune/Stromal Marker,,,,,Surface marker from NanoString,,,,,,No,,N/A,Surface marker from NanoString,Excluded: Immune/Stromal Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (NanoString)
ATP2B4,Plasma Membrane Calcium ATPase 4 (PMCA4),Conditional,true,"",Multi-pass 10-TM ion pump; minimal ECL,No internalization pathway,RBC DOMINANT calcium pump = hemolytic anemia,N/A,RBC expression; cardiac involvement; essential pump,No ADC programs,,,,,No,N/A,N/A,10-TM topology; RBC expression = hemolysis; no internalization,EXCLUDED: RBC expression + topology,2026-02-04T16:06:06.059987,Disputed: Claude (Excluded) vs Gemini (Conditional) - using positive verdict
CR1,,Excluded,false,Immune/Stromal Marker,,,,,Surface marker from NanoString,,,,,,No,,N/A,Surface marker from NanoString,Excluded: Immune/Stromal Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (NanoString)
CXCR5,,Excluded,false,Immune/Stromal Marker,,,,,Surface marker from NanoString,,,,,,No,,N/A,Surface marker from NanoString,Excluded: Immune/Stromal Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (NanoString)
IFNGR1,,Excluded,false,Immune Marker,,,,,Surface marker from scRNA-seq (Myeloid),,,,,,No,,N/A,Surface marker from scRNA-seq (Myeloid),Excluded: Immune Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (scRNAseq)
MYOF,Myoferlin,Conditional,true,"",Type II TM; C-terminal anchor,Regulates endocytosis of others,INTRACELLULAR in cancer cells; surface in normal cells = INVERTED window,Not shed,Cardiac/muscle/endothelial expression,No ADC programs,,,,,No,N/A,N/A,Surface in normal cells; intracellular in cancer = inverted therapeutic window,EXCLUDED: Inverted surface expression pattern,2026-02-04T16:06:06.059987,Disputed: Claude (Conditional) vs Gemini (Excluded) - using positive verdict
PLXND1,Plexin D1 (Semaphorin receptor),Recommended,,"",Type I TM (~210 kDa) with extracellular SEMA domain. IHC confirms membranous staining on BOTH tumor cells AND tumor vasculature—unique dual-compartment expression. Single-domain antibodies validate membrane accessibility. Sources: Human Protein Atlas; BMC Cancer 2009; Cancer Res 2005,Evidence exists for ligand-induced internalization upon semaphorin binding. Post-endocytic sorting to recycling endosomes via GIPC1. NO direct ADC proof-of-concept data—critical gap requiring validation. Sources: Nature Communications (GIPC1); Cell Signaling Technology,"FAVORABLE tumor selectivity. Expressed during embryonic development but LOW in adult normal tissues. Re-expressed in tumor vasculature and tumor cells during angiogenesis. ""PLXND1 is NOT detected in normal human cerebral cortex and heart tissue"" per IHC. 89% of metastatic melanomas show membranous staining (vs 0% in naevi). Overexpressed in melanoma, breast, colon, ovarian, prostate, pancreatic, HCC, GBM. Sources: BMC Cancer 2009; Am J Pathol 2008",No significant shedding evidence. Expressed on activated macrophages/fibroblasts in tumor stroma but not significantly on circulating blood cells. Favorable PK profile—no major sinks. Sources: BMC Cancer 2009,"PLXND1 knockout mice are lethal due to cardiovascular malformation (required for vascular patterning in development). However, POSTNATAL expression is LOW, suggesting adult targeting may be tolerable. No known genetic diseases from heterozygous loss. Some context-dependent tumor suppressor vs oncogene evidence. Sources: GeneCards; PMC HCC study",No active ADC programs. Only research antibodies (single-domain from academic groups). Low competition = opportunity but also lack of validation. Upregulated in NEPC (neuroendocrine prostate cancer). Sources: Literature; ClinicalTrials.gov; PMC10996809,,,,,Yes,Dual expression on tumor cells AND tumor vasculature enables targeting multiple compartments. OR-gate could expand coverage; AND-gate enhance specificity. Pairs well with indication-specific tumor antigens.,Either,No ADC PoC data—internalization to lysosomes not validated; some context-dependent tumor suppressor function; embryonic lethality (adult expression low),"RECOMMENDED - Top candidate with favorable therapeutic window (low normal, high tumor/vessel). Unique dual tumor cell + vasculature expression. PRIORITY: Generate internalization/lysosomal trafficking data.",2026-02-03T21:23:51.864506,"P2 batch import (Claude: Recommended, Gemini: Conditional → Recommended)"
ESYT2,Extended Synaptotagmin 2,Excluded,false,Intracellular localization,ABSOLUTELY DISQUALIFYING - ER-anchored by transmembrane hairpin with BOTH N- and C-termini CYTOPLASMIC; NO extracellular domain; tethers ER to PM at contact sites but does NOT span PM,NOT APPLICABLE - no extracellular domain means antibodies cannot bind from outside the cell,NOT APPLICABLE - low tissue specificity; ubiquitously expressed; no tumor-selective expression,NOT APPLICABLE - no extracellular epitope accessible to antibodies,None documented; triple KO of mouse Esyt1/2/3 is viable with mild phenotype,No ADC programs targeting ESYT2,,,,,No,Not applicable - no extracellular domain to target,N/A,"NO EXTRACELLULAR DOMAIN - absolutely disqualifying; transmembrane hairpin topology with both termini cytoplasmic; ER-resident at ER-PM contact sites, not cell surface",Do not advance - fundamentally unsuitable for ANY antibody-based approach due to complete absence of extracellular domain,2026-02-03T22:14:35.468230,R1 Batch Processing (Claude+Gemini)
CLPTM1,,Excluded,true,Literature review,,,,,Localizes primarily to ER/Golgi; no evidence of significant plasma membrane surface expression in tumors,,,,,,No,,N/A,Localizes primarily to ER/Golgi; no evidence of significant plasma membrane surface expression in tumors,Excluded: De-validated,2026-02-02 14:47:45,Migrated from blacklist (Biology Assessment)
VASN,,Excluded,false,Stromal Marker,,,,,Surface marker from scRNA-seq (Fibroblast),,,,,,No,,N/A,Surface marker from scRNA-seq (Fibroblast),Excluded: Stromal Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (scRNAseq)
CD82,,Excluded,true,Literature review,,,,,Metastasis suppressor (KAI1) lost/downregulated in aggressive tumors; targeting absent protein is biologically inverted,,,,,,No,,N/A,Metastasis suppressor (KAI1) lost/downregulated in aggressive tumors; targeting absent protein is biologically inverted,Excluded: De-validated,2026-02-02 14:47:45,Migrated from blacklist (Biology Assessment)
