gene1,gene2,error,error_type,timestamp
CDH3,CTSD,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:07.632380
CDH3,ENO2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:09.101169
CDH3,ESR1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:09.655303
CDH3,F2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:09.757929
CDH3,FN1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:11.256198
CDH3,FTMT,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:11.360902
CDH3,FUT4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:11.464688
CDH3,GCNT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:12.024459
CDH3,GPC2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:12.350579
CDH3,HRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:13.833303
CDH3,KEAP1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:16.287696
CDH3,KLK3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:16.392793
CDH3,LGALS3BP,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:16.731238
CDH3,LY6G6D,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:17.068136
CDH3,LY75-CD302,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:17.171698
CDH3,MTX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:18.645336
CDH3,MTX2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:18.745930
CDH3,MTX3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:18.846180
CDH3,MYC,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:19.394991
CDH3,NR3C1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:19.958465
CDH3,NR5A2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:20.063273
CDH3,NRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:20.178763
CDH3,NTN1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:20.283768
CDH3,PSG1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:21.580871
CDH3,RAB6A,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:22.362941
CDH3,SERTAD2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:22.695046
CDH3,SPA17,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:24.418848
CDH3,SSBP4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:24.520745
CDH3,ST13,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:24.622094
CDH3,TBX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:24.954181
CDH3,TGFB1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:25.294602
CDH3,TGFBR3L,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:25.394452
CDH3,TYRP1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:27.532510
CDH3,USP7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:27.864996
CDH3,VEGFD,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:27.966736
CDH3,VIM,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:28.067531
CEACAM5,CTSD,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:30.962389
CEACAM5,ENO2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:32.440423
CEACAM5,ESR1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:33.001096
CEACAM5,F2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:33.102899
CEACAM5,FN1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:34.598613
CEACAM5,FTMT,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:34.701956
CEACAM5,FUT4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:34.806677
CEACAM5,GCNT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:35.373571
CEACAM5,GPC2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:35.711604
CEACAM5,HRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:37.210130
CEACAM5,KEAP1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:39.621992
CEACAM5,KLK3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:39.723328
CEACAM5,LGALS3BP,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:40.055622
CEACAM5,LY6G6D,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:40.402537
CEACAM5,LY75-CD302,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:40.504314
CEACAM5,MTX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:41.988364
CEACAM5,MTX2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:42.090357
CEACAM5,MTX3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:42.192486
CEACAM5,MYC,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:42.755129
CEACAM5,NR3C1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:43.321793
CEACAM5,NR5A2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:43.425951
CEACAM5,NRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:43.529701
CEACAM5,NTN1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:43.634243
CEACAM5,PSG1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:44.907615
CEACAM5,RAB6A,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:45.701375
CEACAM5,SERTAD2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:46.025173
CEACAM5,SPA17,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:47.709486
CEACAM5,SSBP4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:47.814962
CEACAM5,ST13,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:47.920261
CEACAM5,TBX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:48.273922
CEACAM5,TGFB1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:48.604254
CEACAM5,TGFBR3L,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:48.710008
CEACAM5,TYRP1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:50.899492
CEACAM5,USP7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:51.231472
CEACAM5,VEGFD,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:51.336187
CEACAM5,VIM,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:51.441188
CEACAM6,CTSD,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:54.353190
CEACAM6,ENO2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:55.839919
CEACAM6,ESR1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:56.388455
CEACAM6,F2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:56.489166
CEACAM6,FN1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:57.955478
CEACAM6,FTMT,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:58.057031
CEACAM6,FUT4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:58.158027
CEACAM6,GCNT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:58.716534
CEACAM6,GPC2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:31:59.050337
CEACAM6,HRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:00.540258
CEACAM6,KEAP1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:02.945980
CEACAM6,KLK3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:03.049981
CEACAM6,LGALS3BP,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:03.379600
CEACAM6,LY6G6D,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:03.704337
CEACAM6,LY75-CD302,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:03.805613
CEACAM6,MTX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:05.305681
CEACAM6,MTX2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:05.412854
CEACAM6,MTX3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:05.518993
CEACAM6,MYC,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:06.083272
CEACAM6,NR3C1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:06.653103
CEACAM6,NR5A2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:06.758788
CEACAM6,NRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:06.862776
CEACAM6,NTN1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:06.967223
CEACAM6,PSG1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:08.219085
CEACAM6,RAB6A,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:09.013159
CEACAM6,SERTAD2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:09.337692
CEACAM6,SPA17,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:11.061711
CEACAM6,SSBP4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:11.165956
CEACAM6,ST13,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:11.269366
CEACAM6,TBX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:11.611550
CEACAM6,TGFB1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:11.955860
CEACAM6,TGFBR3L,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:12.060156
CEACAM6,TYRP1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:14.256050
CEACAM6,USP7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:14.579650
CEACAM6,VEGFD,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:14.679475
CEACAM6,VIM,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:14.779801
CLDN2,GSPT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:16.022024
CLDN2,NAMPT,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:17.052797
CLDN2,NMT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:17.154584
CLDN2,SMARCA2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:18.412611
CLDN9,GSPT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:19.671774
CLDN9,NAMPT,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:20.684824
CLDN9,NMT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:20.789664
CLDN9,SMARCA2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:22.016442
CLEC12A,GSPT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:23.241714
CLEC12A,NAMPT,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:24.266410
CLEC12A,NMT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:24.371146
CLEC12A,SMARCA2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:25.660936
CLEC14A,GSPT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:26.916995
CLEC14A,NAMPT,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:27.945587
CLEC14A,NMT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:28.047257
CLEC14A,SMARCA2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:29.289981
CLPTM1,GSPT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:30.520034
CLPTM1,NAMPT,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:31.536702
CLPTM1,NMT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:31.638480
CLPTM1,SMARCA2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:32.902786
CR2,GSPT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:34.165899
CR2,NAMPT,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:35.180160
CR2,NMT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:35.283847
CR2,SMARCA2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:36.547091
CRIPTO,GSPT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:37.786617
CRIPTO,NAMPT,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:38.788564
CRIPTO,NMT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:38.890336
CRIPTO,SMARCA2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:40.112558
CRLF2,GSPT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:41.347047
CRLF2,NAMPT,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:42.376257
CRLF2,NMT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:42.486526
CRLF2,SMARCA2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:43.741485
CSPG4,GSPT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:45.004839
CSPG4,NAMPT,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:46.032500
CSPG4,NMT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:46.136847
CSPG4,SMARCA2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:47.397711
CSPG5,GSPT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:48.662635
CSPG5,NAMPT,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:49.678644
CSPG5,NMT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:49.783458
CSPG5,SMARCA2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:51.077151
CTLA4,CTSD,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:51.643278
CTLA4,ENO2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:53.131585
CTLA4,ESR1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:53.695986
CTLA4,F2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:53.800376
CTLA4,FN1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:55.261983
CTLA4,FTMT,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:55.362404
CTLA4,FUT4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:55.462371
CTLA4,GCNT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:56.024197
CTLA4,GPC2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:56.348671
CTLA4,HRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:32:57.795084
CTLA4,KEAP1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:33:00.143915
CTLA4,KLK3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:33:00.246352
CTLA4,LGALS3BP,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:33:00.584984
CTLA4,LY6G6D,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:33:00.925308
CTLA4,LY75-CD302,Missing required columns: ['partner_expression'],ValueError,2025-09-30T19:33:01.030544
